Province,Month,Volume,Output_Barley,Unemp_rate_urban,Output_Scane,Output_Wheat,GRP,HCE,FAI,REI,PCDI,PCCE_rural,PCCE_urban,Population_res_ye,Pop_all,Pop_rural,Pop_urban,Pop0to14,Pop15to64,Pop65Plus,CPI,CPI_f,PPI_farm,RPI,CPI_mon,F_visitors,Ov_visit_arriv,pcdi_n,pcdi_u,pcdi_r,pce_n,pce_u,pce_r,ppi_farm_c,ppi_rice,grp_a,grp_index,RegSurf_sqkm,pop_density,pop_density_gi,rgi_GDP,rgi_gpc,ny,christ,ld,cny,gweek,qmj,nd,bolym,cgp,qbf,sbf,srm,smf,festivedays,prcp_f,avg_temp_f,max_temp_f,min_temp_f,max_avg_temp_f,min_avg_temp_f,snwd_f,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,GDP_per_capita_nat,Population_15_45_nat,CPI_RealAvgBeerPrice_nat,Avg_temp_max_nat,year,GDP_per_capita_naty,Population_15_45_naty,CPI_RealAvgBeerPrice_naty,pmi_naty,temp_naty
Anhui,01-11-2005,2.677935151,59.2,0.643452676,21.32,808.1,5350.17,3870,2525.11,459.44,,2196.2,6367.7,6120,62280000,3947,2173,0.23091983,-0.175118785,0.100919028,101.4,2.006037955,98.7,100.6,,-0.387216143,0.63,,,,,,,97.2,100.3,5375.84,111.8,140126,444.46,2.009450896,81.8,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104867699,56.18577462,75.64269568,37.13464412,64.43713586,1.826192542,0,0,0,0,0,0,0,0,0,0,0,1,14258.8746,677222.891,6.467588543,46.29361084,2005,0.149901372,0.011791365,-0.00603354,-1.612734658,0.00000114
Anhui,01-12-2005,2.284374094,59.2,0.643452676,21.32,808.1,5350.17,3870,2525.11,459.44,,2196.2,6367.7,6120,62280000,3947,2173,0.23091983,-0.175118785,0.100919028,101.4,2.006037955,98.7,100.6,,-0.387216143,0.63,,,,,,,97.2,100.3,5375.84,111.8,140126,444.46,2.009450896,81.8,80.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.365463281,38.73312723,59.22030198,21.50687245,47.81029487,1.691085137,0,0,0,0,0,0,0,0,0,0,0,0,14258.8746,677222.891,6.467588543,46.29361084,2005,0.149901372,0.011791365,-0.00603354,-1.612734658,0.00000114
Anhui,01-01-2006,2.498826029,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,99.9,98.4,1212.94,111.3,140126,436.76,2.001733713,89.8,89.6,1,0,0,1,1,0,0,0,0,0,0,0,0,3,3.616190143,38.11458604,61.014924,21.55821694,44.21684851,1.703898878,0,1,0,0,0,0,0,0,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-02-2006,2.84770397,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,99.9,98.4,1212.94,111.3,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.158151342,40.08149204,62.55821694,26.15074724,46.55164001,1.719441036,0,0,1,0,0,0,0,0,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-03-2006,3.083977615,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,99.9,98.4,1212.94,111.3,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360101305,53.21098731,78.30478072,25.96568664,64.02360128,1.7870329,0,0,0,1,0,0,0,0,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-04-2006,3.154841957,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,99.3,98.2,2886.12,111.9,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5.627260495,63.17765281,85.79672916,38.014924,72.57806004,1.857459702,0,0,0,0,1,0,0,0,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-05-2006,3.207223194,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,99.3,98.2,2886.12,111.9,140126,436.76,2.001733713,89.8,89.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.734594141,71.18406538,90.57642719,52.03313425,80.02002248,1.906917658,0,0,0,0,0,1,0,0,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-06-2006,3.324173799,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,99.3,98.2,2886.12,111.9,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666647045,80.32586365,98.62777168,62.66090593,88.39645332,1.955130378,0,0,0,0,0,0,1,0,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-07-2006,3.312671301,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,100.5,99.9,4433.01,112.5,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.350867442,83.91007169,97.25343622,72.98178975,90.52612158,1.981531375,0,0,0,0,0,0,0,1,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-08-2006,3.263046594,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,100.5,99.9,4433.01,112.5,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,0,0,0,0,1,0,0,0,16,5.684749307,84.28508502,99.03313425,71.0662685,92.42344566,1.977776013,0,0,0,0,0,0,0,0,1,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-09-2006,3.122997214,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,100.5,99.9,4433.01,112.5,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363252307,72.09633864,88.67582993,58.84596652,79.91798929,1.920307173,0,0,0,0,0,0,0,0,0,1,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-10-2006,3.006757737,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,103.5,98.3,6141.91,112.9,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.394885296,68.94212022,85.52508269,52.65879879,77.65747858,1.898214267,0,0,0,0,0,0,0,0,0,0,1,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-11-2006,2.727933559,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,103.5,98.3,6141.91,112.9,140126,436.76,2.001733713,89.8,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.382288846,55.2349076,81.91552126,36.33791496,63.2749657,1.816803363,0,0,0,0,0,0,0,0,0,0,0,1,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-12-2006,2.264091701,19.11,0.633468456,24.27,1039,6112.5,4409,3533.56,637.45,,2420.9,7294.7,6110,61200900,3843,2267,0.213343882,-0.164585947,0.102092124,101.2,2.005180513,99.3,100.8,,-0.27572413,0.8,,,,,,,103.5,98.3,6141.91,112.9,140126,436.76,2.001733713,89.8,89.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.025812206,41.08969828,59.94865551,24.81165316,49.11407717,1.713145314,0,0,0,0,0,0,0,0,0,0,0,0,16602.08082,681169.252,6.359720962,48.85821527,2006,0.164333181,0.006913136,-0.016678176,0.23770061,0.06492067
Anhui,01-01-2007,2.671961175,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,109.2,102.4,1418.72,112.9,140126,436.04,2.001300933,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.033131737,38.22351413,59.94865551,26.11761299,45.9977644,1.694177606,0,1,0,0,0,0,0,0,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-02-2007,2.772201786,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,109.2,102.4,1418.72,112.9,140126,436.04,2.001300933,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2.342090338,48.44859271,71.89731101,27.23522598,57.67469066,1.767593276,0,0,1,0,0,0,0,0,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-03-2007,3.128606116,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,109.2,102.4,1418.72,112.9,140126,436.04,2.001300933,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.203949454,53.25045541,86.71014329,30.15074724,61.56614966,1.802506483,0,0,0,1,0,0,0,0,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-04-2007,3.201865223,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,111.4,104.6,3404.58,113.2,140126,436.04,2.001300933,100,100,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4.365133102,62.24297592,84.86417677,41.20209173,71.50209941,1.852950563,0,0,0,0,1,0,0,0,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-05-2007,3.217002045,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,111.4,104.6,3404.58,113.2,140126,436.04,2.001300933,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.903194616,75.43686173,93.66090593,55.72717442,85.47741985,1.923060758,0,0,0,0,0,1,0,0,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-06-2007,3.277690845,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,111.4,104.6,3404.58,113.2,140126,436.04,2.001300933,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.842014871,77.62839029,93.54329294,65.81283227,84.671169,1.947762311,0,0,0,0,0,0,1,0,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-07-2007,3.180759978,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,117.3,108.6,5203.8,113.9,140126,436.04,2.001300933,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.264463259,82.63998922,98.08447874,71.43849682,89.92918308,1.974711354,0,0,0,0,0,0,0,1,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-08-2007,3.233927053,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,117.3,108.6,5203.8,113.9,140126,436.04,2.001300933,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6.117632475,83.85070646,98.94865551,70.64387479,91.5226157,1.977587583,0,0,0,0,0,0,0,0,1,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-09-2007,3.094494554,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,117.3,108.6,5203.8,113.9,140126,436.04,2.001300933,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.577056158,75.08990831,92.35612521,63.62566454,82.80679243,1.935936796,0,0,0,0,0,0,0,0,0,1,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-10-2007,2.943637863,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,118.9,112.6,7345.69,113.9,140126,436.04,2.001300933,100,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.12101161,65.27474203,89.5925303,47.25343622,73.39696396,1.881290099,0,0,0,0,0,0,0,0,0,0,1,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-11-2007,2.771267738,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,118.9,112.6,7345.69,113.9,140126,436.04,2.001300933,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007906588,52.44535371,69.27164647,30.72717442,61.97911101,1.789345487,0,0,0,0,0,0,0,0,0,0,0,1,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-12-2007,2.699787603,13.37,0.612783857,23.88,1111.32,7360.92,5276,5087.53,892.07,,2754,8531.9,6118,61100000,3750,2368,0.208686686,-0.163512059,0.105036713,105.3,2.022428371,114.1,104.5,,-0.13076828,1.06,,,,,,,118.9,112.6,7345.69,113.9,140126,436.04,2.001300933,100,100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.137556685,43.76333177,61.014924,26.25343622,50.22952186,1.747929524,0,0,0,0,0,0,0,0,0,0,0,0,20337.08556,683676.964,6.395917423,49.93130202,2007,0.224972085,0.004742782,0.005691517,1.717261273,-0.004353054
Anhui,01-01-2008,2.65975635,8.45,0.591064607,29.18,1167.9,8851.66,6006,6746.96,1362.67,,3284.1,9524,6135,61180000,3650,2485,0.201142384,-0.160262897,0.107445313,106.2,2.026124517,114.7,106.3,,-0.040958608,1.32,,,,,,,124,105.5,1725.05,113.5,140126,436.61,2.001733713,111.5,111.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.432383582,33.8038793,57.62566454,21.23522598,39.62701586,1.665645686,0,1,0,0,0,0,0,0,0,0,0,0,23912.01483,684129.261,6.797406068,44.03188331,2008,0.175783755,0.001999415,0.062772644,-0.1,-0.066149297
Anhui,01-02-2008,2.75027325,8.45,0.591064607,29.18,1167.9,8851.66,6006,6746.96,1362.67,,3284.1,9524,6135,61180000,3650,2485,0.201142384,-0.160262897,0.107445313,106.2,2.026124517,114.7,106.3,,-0.040958608,1.32,,,,,,,124,105.5,1725.05,113.5,140126,436.61,2.001733713,111.5,111.4,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.511982263,36.98646731,70.01610311,14.20301975,46.36794609,1.664426627,0,0,1,0,0,0,0,0,0,0,0,0,23912.01483,684129.261,6.797406068,44.03188331,2008,0.175783755,0.001999415,0.062772644,-0.1,-0.066149297
Anhui,01-03-2008,3.187244069,8.45,0.591064607,29.18,1167.9,8851.66,6006,6746.96,1362.67,,3284.1,9524,6135,61180000,3650,2485,0.201142384,-0.160262897,0.107445313,106.2,2.026124517,114.7,106.3,,-0.040958608,1.32,,,,,,,124,105.5,1725.05,113.5,140126,436.61,2.001733713,111.5,111.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427867934,54.47636787,76.13582323,34.42239371,64.10119114,1.800180998,0,0,0,1,0,0,0,0,0,0,0,0,23912.01483,684129.261,6.797406068,44.03188331,2008,0.175783755,0.001999415,0.062772644,-0.1,-0.066149297
Anhui,01-04-2008,3.102854764,8.45,0.591064607,29.18,1167.9,8851.66,6006,6746.96,1362.67,,3284.1,9524,6135,61180000,3650,2485,0.201142384,-0.160262897,0.107445313,106.2,2.026124517,114.7,106.3,,-0.040958608,1.32,,,,,,,119.2,107.3,4180.74,114.2,140126,436.61,2.001733713,111.5,111.4,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3.000028839,62.15851717,86.42357281,44.55821694,70.88556065,1.854196185,0,0,0,0,1,0,0,0,0,0,0,0,23912.01483,684129.261,6.797406068,44.03188331,2008,0.175783755,0.001999415,0.062772644,-0.1,-0.066149297
Anhui,01-05-2008,3.220906388,8.45,0.591064607,29.18,1167.9,8851.66,6006,6746.96,1362.67,,3284.1,9524,6135,61180000,3650,2485,0.201142384,-0.160262897,0.107445313,106.2,2.026124517,114.7,106.3,,-0.040958608,1.32,,,,,,,119.2,107.3,4180.74,114.2,140126,436.61,2.001733713,111.5,111.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.146201393,74.24852974,93.72835353,54.33791496,83.37953629,1.915673351,0,0,0,0,0,1,0,0,0,0,0,0,23912.01483,684129.261,6.797406068,44.03188331,2008,0.175783755,0.001999415,0.062772644,-0.1,-0.066149297
