SKU,FISCAL_MONTH,WEEK_START_DATE,SHIPPED_QTY,ORDER_QTY,CONFIRMED_ORDER_QTY
SKU1101,201512,12/7/2015,900,0,0
SKU1101,201512,12/14/2015,8550,0,0
SKU1101,201512,12/21/2015,4860,0,0
SKU1101,201512,12/28/2015,17100,0,0
SKU1101,201601,1/4/2016,14670,0,0
SKU1101,201601,1/11/2016,5670,0,0
SKU1101,201601,1/18/2016,2160,0,0
SKU1101,201601,1/25/2016,2970,0,0
SKU1101,201602,2/1/2016,4950,0,0
SKU1101,201602,2/8/2016,1980,0,0
SKU1101,201602,2/15/2016,6030,0,0
SKU1101,201602,2/22/2016,3330,0,0
SKU1101,201603,2/29/2016,4680,0,0
SKU1101,201603,3/7/2016,1890,0,0
SKU1101,201603,3/14/2016,11610,0,0
SKU1101,201603,3/21/2016,1620,0,0
SKU1101,201603,3/28/2016,3330,0,0
SKU1101,201604,4/4/2016,1890,0,0
SKU1101,201604,4/11/2016,7380,0,0
SKU1101,201604,4/18/2016,3240,0,0
SKU1101,201604,4/25/2016,5310,0,0
SKU1101,201605,5/2/2016,7020,0,0
SKU1101,201605,5/9/2016,9180,0,0
SKU1101,201605,5/16/2016,3150,0,0
SKU1101,201605,5/23/2016,8730,0,0
SKU1101,201606,5/30/2016,4860,0,0
SKU1101,201606,6/6/2016,11250,0,0
SKU1101,201606,6/13/2016,3690,0,0
SKU1101,201606,6/20/2016,3240,0,0
SKU1101,201606,6/27/2016,10350,0,0
SKU1101,201607,7/4/2016,2880,0,0
SKU1101,201607,7/11/2016,2070,0,0
SKU1101,201607,7/18/2016,9900,0,0
SKU1101,201607,7/25/2016,1890,0,0
SKU1101,201608,8/1/2016,9360,0,0
SKU1101,201608,8/8/2016,6300,0,0
SKU1101,201608,8/15/2016,6750,0,0
SKU1101,201608,8/22/2016,7470,0,0
SKU1101,201609,8/29/2016,2970,0,0
SKU1101,201609,9/5/2016,8190,0,0
SKU1101,201609,9/12/2016,7200,0,0
SKU1101,201609,9/19/2016,3330,0,0
SKU1101,201609,9/26/2016,7560,0,0
SKU1101,201610,10/3/2016,11250,0,0
SKU1101,201610,10/10/2016,6840,0,0
SKU1101,201610,10/17/2016,4770,0,0
SKU1101,201610,10/24/2016,2970,0,0
SKU1101,201611,10/31/2016,3690,0,0
SKU1101,201611,11/7/2016,4770,0,0
SKU1101,201611,11/14/2016,2880,0,0
SKU1101,201611,11/21/2016,7650,0,0
SKU1101,201612,11/28/2016,6570,0,0
SKU1101,201612,12/5/2016,8640,0,0
SKU1101,201612,12/12/2016,23670,0,0
SKU1101,201612,12/19/2016,3240,0,0
SKU1101,201612,12/26/2016,5760,0,0
SKU1101,201701,1/2/2017,3420,4410,4410
SKU1101,201701,1/9/2017,4950,5130,5130
SKU1101,201701,1/16/2017,6570,4860,4860
SKU1101,201701,1/23/2017,1350,3420,3420
SKU1101,201702,1/30/2017,8460,9180,9180
SKU1101,201702,2/6/2017,6660,5850,5760
SKU1101,201702,2/13/2017,2160,4410,4410
SKU1101,201702,2/20/2017,7110,5850,5850
SKU1101,201703,2/27/2017,2070,5670,5670
SKU1101,201703,3/6/2017,9720,8190,8190
SKU1101,201703,3/13/2017,3330,4860,4860
SKU1101,201703,3/20/2017,5400,4140,4140
SKU1101,201703,3/27/2017,7020,8730,8730
SKU1101,201704,4/3/2017,4500,2250,2250
SKU1101,201704,4/10/2017,1170,3150,3150
SKU1101,201704,4/17/2017,4590,5040,5040
SKU1101,201704,4/24/2017,3600,5490,5490
SKU1101,201705,5/1/2017,4410,2520,2520
SKU1101,201705,5/8/2017,5580,5490,5490
SKU1101,201705,5/15/2017,6750,8820,8820
SKU1101,201705,5/22/2017,8280,10170,10170
SKU1101,201706,5/29/2017,5310,3780,3780
SKU1101,201706,6/5/2017,9090,8280,8280
SKU1101,201706,6/12/2017,2430,8730,8730
SKU1101,201706,6/19/2017,9360,8640,8640
SKU1101,201706,6/26/2017,2070,6480,4950
SKU1101,201707,7/3/2017,4860,5040,5040
SKU1101,201707,7/10/2017,4770,2430,2430
SKU1101,201707,7/17/2017,270,1170,1170
SKU1101,201707,7/24/2017,4950,7020,7020
SKU1101,201708,7/31/2017,4950,4590,4590
SKU1101,201708,8/7/2017,5850,8280,6840
SKU1101,201708,8/14/2017,2430,1890,1890
SKU1101,201708,8/21/2017,4860,6750,6750
SKU1101,201709,8/28/2017,6120,10530,10530
SKU1101,201709,9/4/2017,7560,4230,4230
SKU1101,201709,9/11/2017,4680,6480,6480
SKU1101,201709,9/18/2017,6030,9720,9270
SKU1101,201709,9/25/2017,5310,3690,3510
SKU1101,201710,10/2/2017,3600,2610,2520
SKU1101,201710,10/9/2017,1890,3420,3420
SKU1101,201710,10/16/2017,7290,6300,6300
SKU1101,201710,10/23/2017,3600,4680,4410
SKU1101,201711,10/30/2017,3510,8460,8100
SKU1101,201711,11/6/2017,9900,6300,6120
SKU1101,201711,11/13/2017,270,4770,4230
SKU1101,201711,11/20/2017,5760,5670,5220
SKU1101,201712,11/27/2017,4770,4230,4230
SKU1101,201712,12/4/2017,3780,5580,5580
SKU1101,201712,12/11/2017,7110,9810,9720
SKU1101,201712,12/18/2017,10440,10800,10800
SKU1101,201712,12/25/2017,3510,2520,2430
SKU1101,201801,1/1/2018,2430,3780,3780
SKU1101,201801,1/8/2018,6300,5850,5850
SKU1101,201801,1/15/2018,450,4320,4320
SKU1101,201801,1/22/2018,7650,6750,6750
SKU1101,201802,1/29/2018,8640,12330,10530
SKU1101,201802,2/5/2018,6300,6120,6120
SKU1101,201802,2/12/2018,8100,7380,7380
SKU1101,201802,2/19/2018,1980,3420,3420
SKU1101,201803,2/26/2018,7740,9450,9000
SKU1101,201803,3/5/2018,5940,6120,6120
SKU1101,201803,3/12/2018,4590,5490,5490
SKU1101,201803,3/19/2018,6660,7650,7560
SKU1101,201803,3/26/2018,2430,5040,5040
SKU1101,201804,4/2/2018,6210,2610,2610
SKU1101,201804,4/9/2018,2430,4230,4230
SKU1101,201804,4/16/2018,6300,5220,5130
SKU1101,201804,4/23/2018,1350,2790,2790
SKU1101,201805,4/30/2018,6480,7740,7740
SKU1101,201805,5/7/2018,4590,6480,6480
SKU1101,201805,5/14/2018,6480,9810,9720
SKU1101,201805,5/21/2018,6840,11430,11250
SKU1101,201806,5/28/2018,9000,2520,2520
SKU1101,201806,6/4/2018,1980,4410,4410
SKU1101,201806,6/11/2018,8910,9720,9720
SKU1101,201806,6/18/2018,2790,2970,2970
SKU1101,201806,6/25/2018,6030,7740,7740
SKU1101,201807,7/2/2018,4950,5490,5490
SKU1101,201807,7/9/2018,6480,5130,5130
SKU1101,201807,7/16/2018,1530,2160,2160
SKU1101,201807,7/23/2018,6480,9810,9810
SKU1101,201808,7/30/2018,9900,8730,8730
SKU1101,201808,8/6/2018,3510,3510,3510
SKU1101,201808,8/13/2018,3870,4320,4320
SKU1101,201808,8/20/2018,2790,5760,5760
SKU1101,201809,8/27/2018,8190,7200,7200
SKU1101,201809,9/3/2018,2160,2790,2790
SKU1101,201809,9/10/2018,6120,5670,5670
SKU1101,201809,9/17/2018,2430,4140,4140
SKU1101,201809,9/24/2018,6390,6660,6660
SKU1101,201810,10/1/2018,9000,8820,8820
SKU1101,201810,10/8/2018,5220,5850,5850
SKU1101,201810,10/15/2018,6570,5670,5670
SKU1101,201810,10/22/2018,5580,8730,8730
SKU1101,201811,10/29/2018,6480,3780,3780
SKU1101,201811,11/5/2018,2880,5040,5040
SKU1101,201811,11/12/2018,6570,9810,9810
SKU1101,201811,11/19/2018,5760,3150,3150
SKU1101,201812,11/26/2018,8460,7470,7470
SKU1101,201812,12/3/2018,2970,7560,7560
SKU1101,201812,12/10/2018,3870,3330,3330
SKU1101,201812,12/17/2018,8550,7920,7920
SKU1101,201812,12/24/2018,1710,540,540
SKU1101,201901,12/31/2018,3420,7920,6570
SKU1101,201901,1/7/2019,6030,6390,6390
SKU1101,201901,1/14/2019,6120,7200,7020
SKU1101,201901,1/21/2019,3870,2700,2700
SKU1101,201902,1/28/2019,3240,5400,5400
SKU1101,201902,2/4/2019,3690,5400,5400
SKU1101,201902,2/11/2019,5940,4950,4950
SKU1101,201902,2/18/2019,3060,2070,2070
SKU1101,201903,2/25/2019,6300,9450,9450
SKU1101,201903,3/4/2019,5760,3330,3330
SKU1101,201903,3/11/2019,3420,5220,5130
SKU1101,201903,3/18/2019,4230,3060,3060
SKU1101,201903,3/25/2019,5670,7290,7290
SKU1101,201904,4/1/2019,4770,7290,7110
SKU1101,201904,4/8/2019,9990,9720,9720
SKU1101,201904,4/15/2019,4500,3330,3330
SKU1101,201904,4/22/2019,540,1080,1080
SKU1101,201905,4/29/2019,5670,6030,6030
SKU1101,201905,5/6/2019,1710,3420,3420
SKU1101,201905,5/13/2019,5850,6120,6120
SKU1101,201905,5/20/2019,2160,3600,3600
SKU1101,201906,5/27/2019,4410,1800,1800
SKU1101,201906,6/3/2019,360,3060,3060
SKU1101,201906,6/10/2019,7740,9180,9180
SKU1101,201906,6/17/2019,4590,5490,5490
SKU1101,201906,6/24/2019,4680,6480,5130
SKU1101,201907,7/1/2019,4410,2250,2250
SKU1101,201907,7/8/2019,5850,10440,10260
SKU1101,201907,7/15/2019,6390,3690,3690
SKU1101,201907,7/22/2019,5670,7560,7560
SKU1101,201908,7/29/2019,10260,9000,9000
SKU1101,201908,8/5/2019,4410,5670,5580
SKU1101,201908,8/12/2019,5850,4680,4680
SKU1101,201908,8/19/2019,1890,4140,4140
SKU1102,201501,1/5/2015,11610,0,0
SKU1102,201501,1/12/2015,7380,0,0
SKU1102,201501,1/19/2015,14760,0,0
SKU1102,201502,1/26/2015,14040,0,0
SKU1102,201502,2/2/2015,23580,0,0
SKU1102,201502,2/9/2015,4050,0,0
SKU1102,201502,2/16/2015,11430,0,0
SKU1102,201503,2/23/2015,7920,0,0
SKU1102,201503,3/2/2015,5850,0,0
SKU1102,201503,3/9/2015,13860,0,0
SKU1102,201503,3/16/2015,8460,0,0
SKU1102,201503,3/23/2015,16020,0,0
SKU1102,201504,3/30/2015,10440,0,0
SKU1102,201504,4/6/2015,16020,0,0
SKU1102,201504,4/13/2015,8280,0,0
SKU1102,201504,4/20/2015,9990,0,0
SKU1102,201505,4/27/2015,17280,0,0
SKU1102,201505,5/4/2015,9900,0,0
SKU1102,201505,5/11/2015,9990,0,0
SKU1102,201505,5/18/2015,8640,0,0
SKU1102,201506,5/25/2015,14400,0,0
SKU1102,201506,6/1/2015,9900,0,0
SKU1102,201506,6/8/2015,9360,0,0
SKU1102,201506,6/15/2015,9900,0,0
SKU1102,201506,6/22/2015,15390,0,0
SKU1102,201507,6/29/2015,11250,0,0
SKU1102,201507,7/6/2015,9450,0,0
SKU1102,201507,7/13/2015,18540,0,0
SKU1102,201507,7/20/2015,17460,0,0
SKU1102,201508,7/27/2015,3330,0,0
SKU1102,201508,8/3/2015,8910,0,0
SKU1102,201508,8/10/2015,16110,0,0
SKU1102,201508,8/17/2015,16380,0,0
SKU1102,201509,8/24/2015,11160,0,0
SKU1102,201509,8/31/2015,18810,0,0
SKU1102,201509,9/7/2015,15390,0,0
SKU1102,201509,9/14/2015,11160,0,0
SKU1102,201509,9/21/2015,21330,0,0
SKU1102,201510,9/28/2015,5310,0,0
SKU1102,201510,10/5/2015,10080,0,0
SKU1102,201510,10/12/2015,5850,0,0
SKU1102,201510,10/19/2015,9540,0,0
SKU1102,201511,10/26/2015,5580,0,0
SKU1102,201511,11/2/2015,9630,0,0
SKU1102,201511,11/9/2015,9090,0,0
SKU1102,201511,11/16/2015,9090,0,0
SKU1102,201512,11/23/2015,6570,0,0
SKU1102,201512,11/30/2015,16290,0,0
SKU1102,201512,12/7/2015,8370,0,0
SKU1102,201512,12/14/2015,4950,0,0
SKU1102,201512,12/21/2015,8640,0,0
SKU1102,201512,12/28/2015,40320,0,0
SKU1102,201601,1/4/2016,31230,0,0
SKU1102,201601,1/11/2016,9360,0,0
SKU1102,201601,1/18/2016,4320,0,0
SKU1102,201601,1/25/2016,5940,0,0
SKU1102,201602,2/1/2016,6570,0,0
SKU1102,201602,2/8/2016,17550,0,0
SKU1102,201602,2/15/2016,8640,0,0
SKU1102,201602,2/22/2016,7110,0,0
SKU1102,201603,2/29/2016,11070,0,0
SKU1102,201603,3/7/2016,14850,0,0
SKU1102,201603,3/14/2016,14040,0,0
SKU1102,201603,3/21/2016,11790,0,0
SKU1102,201603,3/28/2016,8910,0,0
SKU1102,201604,4/4/2016,14130,0,0
SKU1102,201604,4/11/2016,13950,0,0
SKU1102,201604,4/18/2016,9450,0,0
SKU1102,201604,4/25/2016,13590,0,0
SKU1102,201605,5/2/2016,5400,0,0
SKU1102,201605,5/9/2016,16110,0,0
SKU1102,201605,5/16/2016,9270,0,0
SKU1102,201605,5/23/2016,13050,0,0
SKU1102,201606,5/30/2016,9990,0,0
SKU1102,201606,6/6/2016,20430,0,0
SKU1102,201606,6/13/2016,14670,0,0
SKU1102,201606,6/20/2016,4050,0,0
SKU1102,201606,6/27/2016,14760,0,0
SKU1102,201607,7/4/2016,14760,0,0
SKU1102,201607,7/11/2016,7920,0,0
SKU1102,201607,7/18/2016,8370,0,0
SKU1102,201607,7/25/2016,13860,0,0
SKU1102,201608,8/1/2016,5400,0,0
SKU1102,201608,8/8/2016,10530,0,0
SKU1102,201608,8/15/2016,12870,0,0
SKU1102,201608,8/22/2016,20970,0,0
SKU1102,201609,8/29/2016,8640,0,0
SKU1102,201609,9/5/2016,13950,0,0
SKU1102,201609,9/12/2016,15210,0,0
SKU1102,201609,9/19/2016,12240,0,0
SKU1102,201609,9/26/2016,11340,0,0
SKU1102,201610,10/3/2016,11430,0,0
SKU1102,201610,10/10/2016,8730,0,0
SKU1102,201610,10/17/2016,11880,0,0
SKU1102,201610,10/24/2016,6930,0,0
SKU1102,201611,10/31/2016,9360,0,0
SKU1102,201611,11/7/2016,10620,0,0
SKU1102,201611,11/14/2016,4410,0,0
SKU1102,201611,11/21/2016,14130,0,0
SKU1102,201612,11/28/2016,11520,0,0
SKU1102,201612,12/5/2016,4320,0,0
SKU1102,201612,12/12/2016,16020,0,0
SKU1102,201612,12/19/2016,38610,0,0
SKU1102,201612,12/26/2016,11610,450,450
SKU1102,201701,1/2/2017,12870,5670,5670
SKU1102,201701,1/9/2017,9810,12780,12690
SKU1102,201701,1/16/2017,12150,15480,13410
SKU1102,201701,1/23/2017,11520,12870,12870
SKU1102,201702,1/30/2017,5670,6480,6300
SKU1102,201702,2/6/2017,9090,10620,10620
SKU1102,201702,2/13/2017,7470,8910,8820
SKU1102,201702,2/20/2017,7740,10440,10260
SKU1102,201703,2/27/2017,7380,8550,8550
SKU1102,201703,3/6/2017,8550,7560,7560
SKU1102,201703,3/13/2017,11160,16290,16110
SKU1102,201703,3/20/2017,15390,9900,9810
SKU1102,201703,3/27/2017,3330,13410,10710
SKU1102,201704,4/3/2017,14580,9900,9900
SKU1102,201704,4/10/2017,9810,9540,9540
SKU1102,201704,4/17/2017,5940,9810,9810
SKU1102,201704,4/24/2017,8100,10080,10080
SKU1102,201705,5/1/2017,10170,12870,12870
SKU1102,201705,5/8/2017,17460,16650,16650
SKU1102,201705,5/15/2017,13950,13590,13590
SKU1102,201705,5/22/2017,10800,18630,18450
SKU1102,201706,5/29/2017,16740,11070,11070
SKU1102,201706,6/5/2017,13950,14220,14130
SKU1102,201706,6/12/2017,15030,21330,21330
SKU1102,201706,6/19/2017,12420,12600,12600
SKU1102,201706,6/26/2017,9450,17640,16110
SKU1102,201707,7/3/2017,12420,7830,7830
SKU1102,201707,7/10/2017,5940,10440,10440
SKU1102,201707,7/17/2017,12150,10260,10260
SKU1102,201707,7/24/2017,9270,15300,14850
SKU1102,201708,7/31/2017,12060,9990,9990
SKU1102,201708,8/7/2017,13500,16380,13680
SKU1102,201708,8/14/2017,8370,9900,9900
SKU1102,201708,8/21/2017,7200,14130,11430
SKU1102,201709,8/28/2017,15750,15660,15660
SKU1102,201709,9/4/2017,8370,14220,14220
SKU1102,201709,9/11/2017,16110,9270,9090
SKU1102,201709,9/18/2017,7110,12060,12060
SKU1102,201709,9/25/2017,3870,4590,4590
SKU1102,201710,10/2/2017,5400,6840,6840
SKU1102,201710,10/9/2017,7470,4950,4950
SKU1102,201710,10/16/2017,6210,10350,10350
SKU1102,201710,10/23/2017,10800,14760,14760
SKU1102,201711,10/30/2017,11250,13770,13770
SKU1102,201711,11/6/2017,8280,5130,3780
SKU1102,201711,11/13/2017,17190,24390,24390
SKU1102,201711,11/20/2017,9180,7110,5940
SKU1102,201712,11/27/2017,7560,10350,9990
SKU1102,201712,12/4/2017,10620,13680,13500
SKU1102,201712,12/11/2017,11250,9900,9900
SKU1102,201712,12/18/2017,5940,10170,10170
SKU1102,201712,12/25/2017,9000,8370,8280
SKU1102,201801,1/1/2018,7290,8100,8100
SKU1102,201801,1/8/2018,12870,14580,14040
SKU1102,201801,1/15/2018,12870,11790,11790
SKU1102,201801,1/22/2018,12330,14940,14940
SKU1102,201802,1/29/2018,14220,18630,16380
SKU1102,201802,2/5/2018,13140,12060,12060
SKU1102,201802,2/12/2018,12330,12870,12780
SKU1102,201802,2/19/2018,10260,10530,10530
SKU1102,201803,2/26/2018,7740,10710,10260
SKU1102,201803,3/5/2018,7380,5850,5400
SKU1102,201803,3/12/2018,13950,17820,17730
SKU1102,201803,3/19/2018,9720,11160,10980
SKU1102,201803,3/26/2018,9000,12600,12420
SKU1102,201804,4/2/2018,9990,7200,7200
SKU1102,201804,4/9/2018,14490,17190,17190
SKU1102,201804,4/16/2018,9450,8640,8460
SKU1102,201804,4/23/2018,7020,10710,10710
SKU1102,201805,4/30/2018,18720,16650,15930
SKU1102,201805,5/7/2018,5130,10620,10620
SKU1102,201805,5/14/2018,8100,9180,9090
SKU1102,201805,5/21/2018,11790,18540,18540
SKU1102,201806,5/28/2018,20790,15390,15390
SKU1102,201806,6/4/2018,4680,5760,5760
SKU1102,201806,6/11/2018,10980,13140,13140
SKU1102,201806,6/18/2018,9090,6660,6570
SKU1102,201806,6/25/2018,6570,14760,14760
SKU1102,201807,7/2/2018,12240,10530,10530
SKU1102,201807,7/9/2018,9630,11250,11250
SKU1102,201807,7/16/2018,7650,8280,8280
SKU1102,201807,7/23/2018,11610,16200,16110
SKU1102,201808,7/30/2018,13770,12690,12690
SKU1102,201808,8/6/2018,4590,6840,5940
SKU1102,201808,8/13/2018,9450,12240,11970
SKU1102,201808,8/20/2018,14940,15300,15300
SKU1102,201809,8/27/2018,7560,12870,12870
SKU1102,201809,9/3/2018,9450,11610,11160
SKU1102,201809,9/10/2018,12510,8370,8370
SKU1102,201809,9/17/2018,6930,10260,10260
SKU1102,201809,9/24/2018,9990,10530,10530
SKU1102,201810,10/1/2018,9360,10080,10080
SKU1102,201810,10/8/2018,7920,7110,7110
SKU1102,201810,10/15/2018,7740,9450,9450
SKU1102,201810,10/22/2018,3150,8370,8370
SKU1102,201811,10/29/2018,12960,10800,10800
SKU1102,201811,11/5/2018,6480,9900,9900
SKU1102,201811,11/12/2018,15840,12600,12600
SKU1102,201811,11/19/2018,2610,3420,3420
SKU1102,201812,11/26/2018,12780,12150,12150
SKU1102,201812,12/3/2018,11340,20610,20610
SKU1102,201812,12/10/2018,14940,10890,10890
SKU1102,201812,12/17/2018,10440,12870,12870
SKU1102,201812,12/24/2018,4950,3420,3420
SKU1102,201901,12/31/2018,7020,20520,15120
SKU1102,201901,1/7/2019,18090,15390,15390
SKU1102,201901,1/14/2019,14310,16020,15120
SKU1102,201901,1/21/2019,7020,9360,9360
SKU1102,201902,1/28/2019,4500,7560,7560
SKU1102,201902,2/4/2019,14130,13140,13140
SKU1102,201902,2/11/2019,5310,12780,10980
SKU1102,201902,2/18/2019,8010,4320,4320
SKU1102,201903,2/25/2019,9450,10530,10440
SKU1102,201903,3/4/2019,8460,8910,8910
SKU1102,201903,3/11/2019,4770,7470,7380
SKU1102,201903,3/18/2019,11700,14220,14130
SKU1102,201903,3/25/2019,6840,4500,4500
SKU1102,201904,4/1/2019,6570,10080,10080
SKU1102,201904,4/8/2019,21420,20160,20070
SKU1102,201904,4/15/2019,12780,15570,15570
SKU1102,201904,4/22/2019,6120,6030,6030
SKU1102,201905,4/29/2019,8550,11250,11070
SKU1102,201905,5/6/2019,9540,8820,7920
SKU1102,201905,5/13/2019,6120,10260,9360
SKU1102,201905,5/20/2019,6120,9270,7920
SKU1102,201906,5/27/2019,8640,14040,14040
SKU1102,201906,6/3/2019,12510,8820,8820
SKU1102,201906,6/10/2019,9000,12870,12870
SKU1102,201906,6/17/2019,12690,12600,12600
SKU1102,201906,6/24/2019,9270,12330,10980
SKU1102,201907,7/1/2019,6930,6570,6570
SKU1102,201907,7/8/2019,8370,8190,8190
SKU1102,201907,7/15/2019,6300,6840,6840
SKU1102,201907,7/22/2019,6480,9990,9990
SKU1102,201908,7/29/2019,15660,20610,20250
SKU1102,201908,8/5/2019,11070,5490,5490
SKU1102,201908,8/12/2019,7110,11610,11610
SKU1102,201908,8/19/2019,8730,8550,8550
SKU1103,201501,1/5/2015,45900,0,0
SKU1103,201501,1/12/2015,29160,0,0
SKU1103,201501,1/19/2015,23220,0,0
SKU1103,201502,1/26/2015,24300,0,0
SKU1103,201502,2/2/2015,24660,0,0
SKU1103,201502,2/9/2015,25830,0,0
SKU1103,201502,2/16/2015,29700,0,0
SKU1103,201503,2/23/2015,19800,0,0
SKU1103,201503,3/2/2015,14040,0,0
SKU1103,201503,3/9/2015,29880,0,0
SKU1103,201503,3/16/2015,15930,0,0
SKU1103,201503,3/23/2015,20700,0,0
SKU1103,201504,3/30/2015,22590,0,0
SKU1103,201504,4/6/2015,28530,0,0
SKU1103,201504,4/13/2015,22500,0,0
SKU1103,201504,4/20/2015,18540,0,0
SKU1103,201505,4/27/2015,23580,0,0
SKU1103,201505,5/4/2015,30690,0,0
SKU1103,201505,5/11/2015,18990,0,0
SKU1103,201505,5/18/2015,21960,0,0
SKU1103,201506,5/25/2015,22860,0,0
SKU1103,201506,6/1/2015,29160,0,0
SKU1103,201506,6/8/2015,16290,0,0
SKU1103,201506,6/15/2015,21690,0,0
SKU1103,201506,6/22/2015,23850,0,0
SKU1103,201507,6/29/2015,19170,0,0
SKU1103,201507,7/6/2015,25200,0,0
SKU1103,201507,7/13/2015,22680,0,0
SKU1103,201507,7/20/2015,29340,0,0
SKU1103,201508,7/27/2015,22500,0,0
SKU1103,201508,8/3/2015,32580,0,0
SKU1103,201508,8/10/2015,23850,0,0
SKU1103,201508,8/17/2015,30690,0,0
SKU1103,201509,8/24/2015,18090,0,0
SKU1103,201509,8/31/2015,34290,0,0
SKU1103,201509,9/7/2015,32850,0,0
SKU1103,201509,9/14/2015,14490,0,0
SKU1103,201509,9/21/2015,43560,0,0
SKU1103,201510,9/28/2015,19800,0,0
SKU1103,201510,10/5/2015,19710,0,0
SKU1103,201510,10/12/2015,20790,0,0
SKU1103,201510,10/19/2015,33120,0,0
SKU1103,201511,10/26/2015,15570,0,0
SKU1103,201511,11/2/2015,23760,0,0
SKU1103,201511,11/9/2015,15750,0,0
SKU1103,201511,11/16/2015,13320,0,0
SKU1103,201512,11/23/2015,14220,0,0
SKU1103,201512,11/30/2015,18720,0,0
SKU1103,201512,12/7/2015,18180,0,0
SKU1103,201512,12/14/2015,23670,0,0
SKU1103,201512,12/21/2015,27900,0,0
SKU1103,201512,12/28/2015,73260,0,0
SKU1103,201601,1/4/2016,50850,0,0
SKU1103,201601,1/11/2016,25380,0,0
SKU1103,201601,1/18/2016,13230,0,0
SKU1103,201601,1/25/2016,6030,0,0
SKU1103,201602,2/1/2016,18180,0,0
SKU1103,201602,2/8/2016,22320,0,0
SKU1103,201602,2/15/2016,18720,0,0
SKU1103,201602,2/22/2016,16290,0,0
SKU1103,201603,2/29/2016,18810,0,0
SKU1103,201603,3/7/2016,22140,0,0
SKU1103,201603,3/14/2016,15660,0,0
SKU1103,201603,3/21/2016,11610,0,0
SKU1103,201603,3/28/2016,23400,0,0
SKU1103,201604,4/4/2016,18270,0,0
SKU1103,201604,4/11/2016,24030,0,0
SKU1103,201604,4/18/2016,14400,0,0
SKU1103,201604,4/25/2016,24390,0,0
SKU1103,201605,5/2/2016,26550,0,0
SKU1103,201605,5/9/2016,17550,0,0
SKU1103,201605,5/16/2016,25830,0,0
SKU1103,201605,5/23/2016,28890,0,0
SKU1103,201606,5/30/2016,16110,0,0
SKU1103,201606,6/6/2016,27000,0,0
SKU1103,201606,6/13/2016,31050,0,0
SKU1103,201606,6/20/2016,20700,0,0
SKU1103,201606,6/27/2016,14490,0,0
SKU1103,201607,7/4/2016,26910,0,0
SKU1103,201607,7/11/2016,25380,0,0
SKU1103,201607,7/18/2016,16380,0,0
SKU1103,201607,7/25/2016,26100,0,0
SKU1103,201608,8/1/2016,25740,0,0
SKU1103,201608,8/8/2016,25290,0,0
SKU1103,201608,8/15/2016,20790,0,0
SKU1103,201608,8/22/2016,23220,0,0
SKU1103,201609,8/29/2016,27090,0,0
SKU1103,201609,9/5/2016,19710,0,0
SKU1103,201609,9/12/2016,29520,0,0
SKU1103,201609,9/19/2016,19440,0,0
SKU1103,201609,9/26/2016,35730,0,0
SKU1103,201610,10/3/2016,13590,0,0
SKU1103,201610,10/10/2016,21690,0,0
SKU1103,201610,10/17/2016,28440,0,0
SKU1103,201610,10/24/2016,15750,0,0
