Month,Beer_Volume,Beer.price,jf_flag,mj_flag,dec_flag,moncorrectorabs,moncorrector,moncorrectorlag,touristp,touristn,Nominal.Cider.Perry.Price,Cider.Perry.Volume,Unemployment.rate,Unemployment.Female..,Unemployment.Male..,Employment.rate,Employment.Male..,Employment.Female..,Employment.to.population.ratio.15...ILOpct...NBSpct.,Money.Supply,Currency.in.Circulation,Customs.and.import.tax,Taxes.on.goods.and.services,Total.Excise..Beer..Tobacco..etc..,Wine.Equalistaion.Tax,Global.events,Festivals,Holiday.flags,No..of.festive.days.in.the.month,No.of.working.days,Number.of.Tourists.1wk.,Number.of.Tourists.1.2.wks,Number.of.Tourists.2wks.1mth,Number.of.Tourists.1.2mths,Number.of.Tourists.2.3mths,Number.of.Tourists.3.6mths,Number.of.Tourists.6.12mths,Season..Summer..spring..autumn..winter..flags,System.Shocks...RTD.tax..CDS..GST..Sydney.LockOut.Laws.etc.,Elections,PMI,Weighted.Temp,GDP.USD,Income.10th.percentile,Income.20th.percentile,Income.30th.percentile,Income.40th.percentile,Income.50th.percentile,Income.60th.percentile,Income.70th.percentile,Income.80th.percentile,Income.90th.percentile,Government.Revenue,FDI.Investment.Utilized,Urbanization.rate,WPI,GDP.deflator,Urban.population,Urban.population...growth,Total.Population,LDA.Population,Population.Under.18,Population.in.age.bracket.18...24,Population.in.age.bracket.25...34,Population.in.age.bracket.35...44,Population.in.age.bracket.45...54,Population.in.age.bracket.55...64,Population.in.age.bracket.65...74,Population.in.age.bracket.75...84,Population.in.age.bracket.85...100,Women.Consumers,On.premise...Off.premise.Split,Total.expenditure..Tourist.,X..of.population.born.locally,Output.of.Beer,Output.of.Cider..Perry,Output.of.RTDs..High.Strength.Premixes,Output.of.Spirits,Output.of.Wine,Output.of.Soft.Drinks,Disposable.Income,FAI.Evolution,Real.Estate.Investment,GDP..local.currency.,GDP.per.capita,GDP.per.capita.growth,GDP.Growth.rate,Private.Sector.Expenditure,Cash.Consumption.Expenditure,Government.Expenditure,Total.Exports,Total.Imports,Balance.of.Import.and.Export,CPI,Inflation..,Total.Import.and.Export,Population.NSW,Population.VIC,Population.QLD,Population.SA,Population.WA,Population.TAS,Population.NT,Population.ACT,Population.Australia,Population.by.Gender,Average.Income
11-01-2009,1770.121471,4.484776,0,0,0,0.140519423,0.140519423,0.026559443,110000,36500,6.121507,2459.639648,0.051953553,0.050080105,0.053521945,0.615147094,0.678000779,0.554019637,0.652662246,95.91753,49285.32997,608.213,4603.496,2532.203,64.931,0,1,1,0,21,86800,158500,128000,69700,40300,26500,10000,1,0,0,53.91,27.87452379,926.56,368,477,586,692,804,922,1070,1269,1604,309.79,528927,0.850740974,98.12092741,90.2622604,18453978,0.022215969,21691653,16677226,5014427,2187427,3053686,3116343,2984512,2444692,1546161,976176,368229,0.626,0.794108752,16.537881,0.264,1929.2,33.4103,292.8306,58.5716,528.5,3832.6,30651.2511,60197,13702,367574,16810.58893,0.046251249,0.049974434,274236,208975,65225,64031,72863,1.137933189,94.3,0.021,136894,7101.504,5419.249,4367.454,1618.578,2263.747,506.461,227.783,357.859,21865.623,0.502139866,955
12-01-2009,2142.850474,4.498142,0,0,1,0.210566907,0.210566907,0.140519423,215800,29500,6.238989,2852.171631,0.053235521,0.052749281,0.053641218,0.624679365,0.690457802,0.560716115,0.652790781,95.68305,51586.37699,563.981,2859.37,2379.095,70.326,0,1,1,4,19,59500,167100,258400,180800,35000,18600,10900,2,0,0,45.63,27.83832951,926.56,368,477,586,692,804,922,1070,1269,1604,309.79,528927,0.850740974,98.12092741,90.2622604,18453978,0.022215969,21691653,16677226,5014427,2187427,3053686,3116343,2984512,2444692,1546161,976176,368229,0.626,0.794108752,16.537881,0.264,1929.2,33.4103,292.8306,58.5716,528.5,3832.6,30651.2511,60197,13702,367574,16810.58893,0.046251249,0.049974434,274236,208975,65225,64031,72863,1.137933189,94.3,0.021,136894,7101.504,5419.249,4367.454,1618.578,2263.747,506.461,227.783,357.859,21865.623,0.502139866,955
01-01-2010,1578.423817,4.43037,1,0,0,0.263399926,-0.263399926,0.210566907,71400,35600,6.075831,2746.373291,0.057055882,0.057206804,0.056931394,0.612263603,0.680644339,0.54577084,0.652732522,95.64667,49040.42522,443.511,2678.677,1715.94,76.372,1,1,1,2,19,57100,173400,156400,55600,15800,15000,20600,2,0,0,51.16,29.51477585,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,47780,12066,339948,15477.4403,-0.079304101,-0.075157655,260042,195512,64533,59976,68797,1.147075497,95.2,0.029,128773,7128.356,5445.172,4387.801,1624.033,2278.589,508.182,228.6,360.361,21964.097,0.502175983,966.05
02-01-2010,1282.251782,4.666142,1,0,0,0.18763784,-0.18763784,-0.263399926,61000,25700,6.34589,2090.399902,0.059633801,0.060588951,0.058841783,0.6157344,0.683362649,0.549974181,0.652473494,96.2935,48527.06065,363.408,4419.747,1769.653,65.575,0,0,0,0,20,69300,133600,126700,48300,12700,12700,13000,2,0,0,55.07,28.97679674,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,47780,12066,339948,15477.4403,-0.079304101,-0.075157655,260042,195512,64533,59976,68797,1.147075497,95.2,0.029,128773,7128.356,5445.172,4387.801,1624.033,2278.589,508.182,228.6,360.361,21964.097,0.502175983,966.05
03-01-2010,1565.996896,4.578368,0,0,0,0.221286582,0.221286582,-0.18763784,89300,34200,6.250334,2393.250732,0.057484296,0.05707179,0.057827852,0.616966315,0.682548859,0.553196136,0.652103172,97.31631,49784.32849,434.735,4633.077,2272.197,49.348,1,0,0,1,22,85200,176100,173100,71900,17400,20500,13700,3,0,0,51.24,26.92554815,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,47780,12066,339948,15477.4403,-0.079304101,-0.075157655,260042,195512,64533,59976,68797,1.147075497,95.2,0.029,128773,7128.356,5445.172,4387.801,1624.033,2278.589,508.182,228.6,360.361,21964.097,0.502175983,966.05
04-01-2010,1406.814602,4.58458,0,1,0,0.101649176,-0.101649176,0.221286582,87300,34400,6.414499,2053.483643,0.05549148,0.056950428,0.054279593,0.616914647,0.684433337,0.551261371,0.651806775,98.08847,48653.06501,380.424,4817.297,1873.631,59.356,0,1,1,3,19,87000,178500,149100,68000,19300,20200,14200,3,0,0,57.69,24.20761486,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,56890,14309,356329,16173.43152,0.044968109,0.048186782,268884,201027,67874,65699,72551,1.104293825,95.8,0.031,138250,7144.292,5461.101,4404.744,1627.322,2290.845,508.847,229.778,361.766,22031.75,0.502180671,977.1
05-01-2010,1371.829516,4.55781,0,1,0,0.024868299,-0.024868299,-0.101649176,127800,46200,6.428901,1796.920654,0.052293027,0.052270075,0.05231215,0.617209546,0.682929112,0.553305028,0.651761141,98.517,48540.97634,444.989,4252.058,2296.119,70.554,0,0,0,0,21,81600,143900,156000,98400,29400,32000,14200,3,0,0,54.26,20.23481468,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,56890,14309,356329,16173.43152,0.044968109,0.048186782,268884,201027,67874,65699,72551,1.104293825,95.8,0.031,138250,7144.292,5461.101,4404.744,1627.322,2290.845,508.847,229.778,361.766,22031.75,0.502180671,977.1
06-01-2010,1466.819963,4.460244,0,0,0,0.069243624,0.069243624,-0.024868299,178200,40800,6.388694,1771.953857,0.050071124,0.050809664,0.049455044,0.619444728,0.685477487,0.55523518,0.652150274,99.25277,48759.21871,476.594,3029.889,1956.329,66.906,0,0,0,1,21,81800,175800,209500,139700,38500,30800,10000,4,0,0,53.73,17.21399008,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,56890,14309,356329,16173.43152,0.044968109,0.048186782,268884,201027,67874,65699,72551,1.104293825,95.8,0.031,138250,7144.292,5461.101,4404.744,1627.322,2290.845,508.847,229.778,361.766,22031.75,0.502180671,977.1
07-01-2010,1230.075862,4.436234,0,0,0,0.161399563,-0.161399563,0.069243624,125900,37000,6.476171,1849.402588,0.049302813,0.051224838,0.047701362,0.619904834,0.687093492,0.554577178,0.652941574,100.2271,49192.48787,456.306,4931.634,1985.847,54.315,0,0,0,0,22,76600,202600,173800,96800,29100,23800,13200,4,0,0,54.15,16.80703252,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,53427,15035,358886,16235.95155,0.003865601,0.007175953,270753,204836,65923,65528,75971,1.159366988,96.5,0.029,141499,7162.726,5478.71,4421.47,1630.23,2305.415,509.481,230.46,362.838,22104.402,0.502243445,986.6
08-01-2010,1316.638416,4.669136,0,0,0,0.07037172,0.07037172,-0.161399563,129200,33600,6.755198,1818.482788,0.048493638,0.052059932,0.045513568,0.615991239,0.68287103,0.550968846,0.654006365,101.1165,49385.71849,472.144,3601.739,2282.951,62.731,0,0,0,0,22,86200,176500,156500,101100,28100,20200,13400,4,0,1,48.78,17.36266934,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,53427,15035,358886,16235.95155,0.003865601,0.007175953,270753,204836,65923,65528,75971,1.159366988,96.5,0.029,141499,7162.726,5478.71,4421.47,1630.23,2305.415,509.481,230.46,362.838,22104.402,0.502243445,986.6
09-01-2010,1461.90817,4.489469,0,0,0,0.110333826,0.110333826,0.07037172,134500,29300,6.811495,2040.501099,0.05038248,0.052023225,0.049010725,0.625666138,0.692296353,0.560892089,0.655106554,101.7431,49880.60345,465.269,2542.977,1890.356,73.701,0,0,0,0,22,87500,226800,247200,112200,22300,18600,10700,1,0,0,43.78,19.86789513,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,53427,15035,358886,16235.95155,0.003865601,0.007175953,270753,204836,65923,65528,75971,1.159366988,96.5,0.029,141499,7162.726,5478.71,4421.47,1630.23,2305.415,509.481,230.46,362.838,22104.402,0.502243445,986.6
10-01-2010,1415.710175,4.563701,0,0,0,0.031601161,-0.031601161,0.110333826,76900,28600,6.923185,2182.789063,0.050330273,0.052513997,0.048507257,0.623228401,0.690425973,0.557909309,0.656054351,102.5597,49784.37021,480.38,5508.466,1962.088,11.734,0,0,0,1,20,96500,210000,165200,59400,17500,19400,9200,1,0,0,47.27,22.1487109,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,62760,16628,377309,17017.00429,0.048106372,0.05133385,284629,216716,67907,66794,80524,1.205557385,96.9,0.028,147318,7179.891,5495.711,4436.882,1632.482,2319.063,510.219,230.299,364.833,22172.469,0.502311673,996.1
11-01-2010,1565.999475,4.530459,0,0,0,0.10615824,0.10615824,-0.031601161,114200,35900,6.965405,2301.770996,0.047700931,0.051592023,0.0444402,0.623367383,0.690455216,0.55816142,0.656659177,104.0515,50031.42887,600.412,4348.65,2450.523,78.171,0,1,0,0,22,97300,172700,131300,71900,42300,26000,9900,1,0,0,47.34,24.74761806,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,62760,16628,377309,17017.00429,0.048106372,0.05133385,284629,216716,67907,66794,80524,1.205557385,96.9,0.028,147318,7179.891,5495.711,4436.882,1632.482,2319.063,510.219,230.299,364.833,22172.469,0.502311673,996.1
12-01-2010,1872.276643,4.602191,0,0,1,0.195579355,0.195579355,0.10615824,233000,26300,6.885363,3252.45752,0.047361108,0.050962421,0.044353984,0.631039259,0.699940369,0.564077479,0.656794955,105.1875,53081.88481,535.91,2859.192,2490.934,68.672,0,1,1,4,19,66000,189700,290900,194500,38500,15900,10400,2,0,0,47.76,26.3262698,1142,379,470,581,686,791,921,1075,1269,1604,298.9,284349,0.851633756,100,91.17201446,18762982,0.016744574,22031750,16972406,5059344,2204456,3125453,3137648,3015387,2502787,1613289,986792,386594,0.626,0.794108752,17.178985,0.267,1829.9,43.5002,282.201,59.5356,540.9,3895.5,32116.06017,62760,16628,377309,17017.00429,0.048106372,0.05133385,284629,216716,67907,66794,80524,1.205557385,96.9,0.028,147318,7179.891,5495.711,4436.882,1632.482,2319.063,510.219,230.299,364.833,22172.469,0.502311673,996.1
01-01-2011,1700.400237,4.508471,1,0,0,0.091800753,-0.091800753,0.195579355,82900,38200,6.934468,3270.381348,0.05396128,0.057270803,0.051228697,0.617174836,0.687910556,0.548436384,0.656476973,105.8181,50243.16282,490.593,2434.873,2548.276,82.007,1,1,1,2,19,61500,188500,182800,66800,16100,18700,19500,2,0,0,46.08,28.54501451,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,54129,15054,346739,15570.64835,-0.084994745,-0.081021126,270402,203612,66784,58430,73865,1.264162245,98.3,0.033,132295,7204.737,5520.378,4457.971,1636.759,2337.611,511.248,230.224,366.737,22268.758,0.502322491,1005.65
02-01-2011,1277.937634,4.637999,1,0,0,0.24844892,-0.24844892,-0.091800753,62300,26700,6.948747,2780.143311,0.056117826,0.059688218,0.053145365,0.620832546,0.689609858,0.554003488,0.655750559,106.7035,49754.54477,422.059,6492.097,1868.414,75.034,0,0,0,0,20,82100,150300,133200,49000,13300,15200,11500,2,0,0,50.64,28.62766932,1390,368,477,586,692,804,922,1070,1269,1604,322.29,244365,0.852592593,103.3850129,96.81268279,19046939,0.015133895,22340024,17245436,5094588,2204147,3194331,3161154,3035900,2561993,1681931,1002373,403607,0.626,0.798962739,18.050971,0.269,1727.3,56.5123,276.6346,61.4942,533.9,3919.3,33562.87765,54129,15054,346739,15570.64835,-0.084994745,-0.081021126,270402,203612,66784,58430,73865,1.264162245,98.3,0.033,132295,7204.737,5520.378,4457.971,1636.759,2337.611,511.248,230.224,366.737,22268.758,0.502322491,1005.65
